#IAUname,Alias1,Alias2,redshift,Q/B/G,RA2000,Dec2000,fromfile
0951+692,SN1993J,, ,SR, 09:55:24.776,  69:01:13.71, EVN_list
0951+699,3C231,4C69.12, ,G , 09:55:50.743,  69:40:43.49, EVN_list
0953+254,OK290,, ,Q , 09:56:49.870,  25:15:16.04, EVN_list
0954+556,4C55.17,, ,Q , 09:57:38.181,  55:22:57.66, EVN_list
0954+658,,, ,BL, 09:58:47.244,  65:33:54.81, EVN_list
0955+476,,, ,Q , 09:58:19.672,  47:25:07.70, EVN_list
0955+476,0955+47G,, ,  , 09:58:19.670,  47:25:07.84, EVN_list
0955+695,M81EF,, ,  , 09:59:10.805,  69:32:18.40, EVN_list
0955+697,,, ,  , 09:59:10.639,  69:32:17.72, EVN_list
0957+561,0957+561C,, ,Q , 10:01:20.779,  55:53:52.41, EVN_list
0957+561,0957+56A,, ,Q , 10:01:20.701,  55:53:55.46, EVN_list
0957+561,0957+56B,, ,Q , 10:01:20.847,  55:53:49.40, EVN_list
0958+559,NGC3079,, ,G , 10:01:57.991,  55:40:47.64, EVN_list
0959+683,M81QSO,, ,Q , 10:03:06.501,  68:13:16.40, EVN_list
1003+351,3C236,4C35.32, ,G , 10:06:01.747,  34:54:10.19, EVN_list
1003+830,,, ,Q , 10:10:15.895,  82:50:14.37, EVN_list
1006+456,,, ,  , 10:10:04.957,  45:22:22.70, EVN_list
1007+417,4C41.21,, ,Q , 10:10:27.531,  41:32:38.82, EVN_list
1007+422,,, ,  , 10:10:24.790,  41:59:33.17, EVN_list
1008+423,,, ,  , 10:11:54.167,  42:04:33.38, EVN_list
1012+232,4C23.23,, ,Q , 10:14:47.057,  23:01:16.35, EVN_list
1014+439,,, ,  , 10:17:31.354,  43:43:12.57, EVN_list
1014+615,,, ,  , 10:17:25.887,  61:16:27.36, EVN_list
1015+359,,, ,Q , 10:18:10.988,  35:42:39.27, EVN_list
1016+201,AD_LEO,, ,S , 10:19:36.380,  19:52:11.84, EVN_list
1016+443,,, ,  , 10:19:48.178,  44:08:24.95, EVN_list
1017+084,,, ,  , 10:20:00.210,   8:13:34.00, EVN_list
1019+222,3C241,, ,G , 10:21:54.544,  21:59:30.29, EVN_list
1020+201,NGC3227,, ,G , 10:23:30.577,  19:51:54.20, EVN_list
1020+400,4C40.25,, ,Q , 10:23:11.564,  39:48:15.28, EVN_list
1022+194,4C19.34,, ,Q , 10:24:44.838,  19:12:20.60, EVN_list
1029+570,HB13,, ,  , 10:32:58.957,  56:44:52.99, EVN_list
1030+074,,, ,  , 10:33:34.020,   7:11:26.12, EVN_list
1030+415,,, ,Q , 10:33:03.709,  41:16:06.05, EVN_list
1030+611,,, ,  , 10:33:51.428,  60:51:07.19, EVN_list
1031+567,OL533,, ,G , 10:35:07.046,  56:28:46.60, EVN_list
1037+302,,, ,G , 10:40:29.934,  29:57:58.70, EVN_list
1038+064,,, ,  , 10:41:17.152,   6:10:16.77, EVN_list
1038+528,1038+52A,, ,Q , 10:41:46.799,  52:33:28.21, EVN_list
1038+528,1038+52B,, ,Q , 10:41:48.896,  52:33:55.59, EVN_list
1038+528,1038+52C,, ,Q , 10:41:47.840,  52:33:41.92, EVN_list
1039+811,,, ,Q , 10:44:23.077,  80:54:39.30, EVN_list
1040+123,3C245,4C12.37, ,Q , 10:42:44.591,  12:03:30.95, EVN_list
1040+31 ,,, ,G , 10:40:31.130,  31:46:50.60, EVN_list
1044+454,,, ,  , 10:47:33.729,  45:08:52.64, EVN_list
1044+476,,, ,G , 10:47:32.662,  47:25:32.10, EVN_list
1044+719,,, ,EF, 10:48:27.640,  71:43:35.78, EVN_list
1045+019,,, ,  , 10:48:22.797,   1:41:46.56, EVN_list
1046+450,,, ,  , 10:49:53.738,  44:46:30.22, EVN_list
1053+704,,, ,EF, 10:56:53.614,  70:11:45.74, EVN_list
1053+815,,, ,G , 10:58:11.536,  81:14:32.58, EVN_list
1055+018,,, ,  , 10:58:29.287,   1:33:59.17, EVN_list
1055+018,4C01.28,, ,Q , 10:58:29.607,   1:33:58.66, EVN_list
1055+201,4C20.24,, ,Q , 10:58:17.452,  19:51:22.55, EVN_list
1055+499,,, ,  , 10:58:13.039,  49:39:36.11, EVN_list
1055+567,,, ,G , 10:58:37.726,  56:28:11.18, EVN_list
1058+629,,, ,  , 11:01:53.449,  62:41:50.44, EVN_list
1058+726,4C72.16,, ,Q , 11:01:48.814,  72:25:37.10, EVN_list
1100+223,,, ,  , 11:03:23.066,  22:03:37.36, EVN_list
1100+772,3C249.1,, ,Q , 11:04:13.861,  76:58:58.08, EVN_list
1101+384,MK421,, ,G , 11:04:27.137,  38:12:31.81, EVN_list
1101+497,,, ,  , 11:04:26.871,  49:28:24.45, EVN_list
1102+211,,, ,  , 11:05:25.946,  20:52:16.54, EVN_list
1102+30 ,,, ,G , 11:02:39.620,  30:25:53.80, EVN_list
1107+110,,, ,  , 11:09:45.611,  10:43:43.07, EVN_list
1107+607,,, ,  , 11:10:13.085,  60:28:42.40, EVN_list
1111+408,3C254,, ,Q , 11:14:38.721,  40:37:20.13, EVN_list
1113+29 ,,, ,G , 11:13:53.400,  29:31:39.00, EVN_list
1116+128,,, ,  , 11:18:56.523,  12:34:41.91, EVN_list
1116+28 ,,, ,G , 11:16:19.080,  28:10:32.00, EVN_list
1117+146,,, ,  , 11:20:27.805,  14:20:54.85, EVN_list
1122+195,,, ,  , 11:24:43.925,  19:19:29.41, EVN_list
1124+571,,, ,  , 11:27:40.132,  56:50:14.62, EVN_list
1125+585,IC694,MRK171, ,  , 11:28:32.200,  58:33:51.00, EVN_list
1125+596,,, ,  , 11:28:13.338,  59:25:14.63, EVN_list
1127-145,,, ,Q , 11:30:07.053, -14:49:27.48, EVN_list
1128+385,,, ,Q , 11:30:53.279,  38:15:18.44, EVN_list
1132-000,,, ,  , 11:35:12.726,  -0:20:39.76, EVN_list
1133+704,,, ,G , 11:36:26.449,  70:09:27.02, EVN_list
1137+661,3C263,, ,Q , 11:39:57.028,  65:47:50.38, EVN_list
1138+594,4C59.16,, ,EF, 11:40:49.587,  59:12:25.46, EVN_list
1140+223,3C263.1,, ,  , 11:43:15.933,  22:06:54.09, EVN_list
1142+199,3C264,4C19.40, ,G , 11:45:04.911,  19:36:23.81, EVN_list
1143+590,,, ,  , 11:46:26.907,  58:48:34.09, EVN_list
1143-245,,, ,  , 11:46:08.101, -24:47:33.09, EVN_list
1144+352,,, ,G , 11:47:22.126,  35:01:07.42, EVN_list
1144+402,,, ,Q , 11:46:58.296,  39:58:34.09, EVN_list
1144+542,,, ,Q , 11:46:44.201,  53:56:42.85, EVN_list
1146+051,,, ,  , 11:48:47.076,   4:54:24.29, EVN_list
1146+596,NGC3894,, ,Q , 11:48:50.354,  59:24:56.21, EVN_list
1147+245,,, ,BL, 11:50:19.200,  24:17:54.10, EVN_list
1148+295,FIRST008,, ,  , 11:51:06.503,  29:18:32.51, EVN_list
1148-001,,, ,  , 11:50:43.741,   -0:23:54.17, EVN_list
1149+289,FIRST017,, ,  , 11:52:10.706,  28:37:21.28, EVN_list
1150+297,FIRST022,, ,  , 11:52:58.760,  29:30:15.05, EVN_list
1150+497,4C49.22,, ,Q , 11:53:24.468,  49:31:08.66, EVN_list
1150+812,,, ,Q , 11:53:12.494,  80:58:29.00, EVN_list
1151+287,FIRST031,, ,  , 11:54:08.164,  28:27:05.97, EVN_list
1151+288,FIRST027,, ,  , 11:53:51.085,  28:33:20.91, EVN_list
1151+290,FIRST030,, ,  , 11:54:07.177,  28:48:31.90, EVN_list
1151+295,FIRST028,, ,  , 11:53:54.705,  29:17:02.84, EVN_list
1152+297,FIRST041,, ,  , 11:55:04.745,  29:31:03.27, EVN_list
1152+30A,FIRST037,, ,  , 11:54:47.095,  29:50:24.33, EVN_list
1152+30B,FIRST039,, ,  , 11:54:51.142,  29:50:21.81, EVN_list
1153+305,FIRST047,, ,  , 11:56:13.988,  30:19:12.97, EVN_list
1153+317,4C31.38,, ,Q , 11:56:18.727,  31:28:04.18, EVN_list
1154+286,FIRST050,, ,  , 11:57:09.531,  28:22:00.65, EVN_list
1154+294,FIRST048,, ,  , 11:56:41.832,  29:11:46.47, EVN_list
1154+304,FIRST049,, ,  , 11:56:42.649,  30:11:45.30, EVN_list
1154+309,FIRST051,, ,  , 11:57:17.727,  30:42:00.47, EVN_list
1155+302,FIRST052,, ,  , 11:57:42.191,  29:56:36.44, EVN_list
1155+557,NGC3998,, ,G , 11:57:56.081,  55:27:13.14, EVN_list
1156+295,4C29.45,Ton599, ,Q , 11:59:31.834,  29:14:43.83, EVN_list
1156-094,,, ,  , 11:59:12.654,  -9:40:52.25, EVN_list
1157+285,FIRST056,, ,  , 11:59:47.053,  28:31:17.50, EVN_list
1157+286,FIRST060,, ,  , 12:00:14.835,  28:30:29.95, EVN_list
1157+407,FIRST058,, ,  , 11:59:54.658,  30:27:27.05, EVN_list
1158+288,FIRST066,, ,  , 12:01:25.611,  28:36:54.18, EVN_list
1158+298,FIRST062,, ,  , 12:00:48.074,  29:36:20.47, EVN_list
1158+301,FIRST063,, ,  , 12:01:07.511,  29:51:10.74, EVN_list
1159+296,FIRST072,, ,  , 12:02:12.546,  29:19:34.86, EVN_list
1159+297,FIRST071,, ,  , 12:02:10.943,  29:30:15.94, EVN_list
1159+304,FIRST068,, ,  , 12:01:49.323,  30:07:19.19, EVN_list
1159-023,,, ,  , 12:02:31.772,  -2:40:04.23, EVN_list
1200+300,FIRST074,, ,  , 12:02:45.375,  29:43:33.63, EVN_list
1200+302,FIRST073,, ,  , 12:02:37.919,  29:58:20.61, EVN_list
1200+308,FIRST077,, ,  , 12:02:59.717,  30:37:08.94, EVN_list
1200+310,FIRST080,, ,  , 12:03:31.769,  30:49:02.27, EVN_list
1200+448,NGC4051,, ,G , 12:03:09.611,  44:31:52.53, EVN_list
1201+204,FIRST086,, ,  , 12:04:15.707,  30:13:14.86, EVN_list
1201+290,FIRST087,, ,  , 12:04:19.660,  28:45:04.00, EVN_list
1201+308,FIRST085,, ,  , 12:04:02.355,  30:32:22.05, EVN_list
1201+309,FIRST082,, ,  , 12:03:41.954,  30:37:40.04, EVN_list
1202+297,FIRST091,, ,  , 12:04:52.775,  29:30:04.19, EVN_list
1202+306,FIRST092,, ,  , 12:04:58.017,  30:23:25.46, EVN_list
1203+286,FIRST103,, ,  , 12:06:19.644,  28:22:54.63, EVN_list
1203+290,FIRST107,, ,  , 12:06:30.811,  28:45:10.56, EVN_list
1203+645,,, ,  , 12:06:24.708,  64:13:37.01, EVN_list
1204+293,FIRST108,, ,  , 12:06:42.268,  29:04:47.44, EVN_list
1204+294,FIRST110,, ,  , 12:07:18.133,  29:10:55.83, EVN_list
1204+296,FIRST109,, ,  , 12:07:10.197,  29:20:06.29, EVN_list
1206+439,3C268.4,4C43.23, ,Q , 12:09:13.562,  43:37:21.60, EVN_list
1208+396,NGC4151,, ,G , 12:10:32.519,  39:24:20.71, EVN_list
1209+132,NGC4168,, ,G , 12:12:17.256,  13:12:18.30, EVN_list
1210+134,4C13.46,, ,Q , 12:13:32.215,  13:07:20.28, EVN_list
1211+030,,, ,  , 12:13:46.050,   2:48:41.37, EVN_list
1213+350,4C35.28,, ,Q , 12:15:55.590,  34:48:15.21, EVN_list
1214+588,,, ,  , 12:17:11.013,  58:35:26.08, EVN_list
1215+301,MKN766,, ,  , 12:18:26.285,  29:48:46.44, EVN_list
1215+303,,, ,BL, 12:17:52.000,  30:07:00.60, EVN_list
1215+723,HR4665,, ,S , 12:13:21.124,  72:49:42.64, EVN_list
1216+060,3C270,NGC4261, ,G , 12:19:22.707,   5:49:35.93, EVN_list
1216+487,,, ,Q , 12:19:06.404,  48:32:55.95, EVN_list
1217+060,NGC4264,, ,G , 12:19:35.598,   5:50:51.00, EVN_list
1217+295,NGC4278,, ,G , 12:20:06.860,  29:16:50.32, EVN_list
1218+399,3C270.1,4C33.29, ,Q , 12:20:33.870,  33:43:11.19, EVN_list
1218+444,,, ,  , 12:21:27.039,  44:11:29.51, EVN_list
1218+473,NGC4258,, ,  , 12:18:57.500,  47:18:14.25, EVN_list
1219+045,,, ,G , 12:22:22.690,   4:13:13.04, EVN_list
1219+285,,, ,BL, 12:21:31.690,  28:13:58.49, EVN_list
1219+301,,, ,  , 12:21:21.901,  30:10:36.42, EVN_list
1220+160,SN1979C,, ,SR, 12:22:58.663,  15:47:51.86, EVN_list
1222+132,3C272.1,NGC4374, ,G , 12:25:03.703,  12:53:12.94, EVN_list
1222+216,4C21.35,, ,Q , 12:24:54.445,  21:22:46.22, EVN_list
1223+125,NGC4388,, ,G , 12:25:46.638,  12:39:41.57, EVN_list
1223+131,NGC4406,, ,G , 12:26:11.772,  12:56:48.77, EVN_list
1224+095,NGC4417,, ,G , 12:26:50.484,   9:35:02.06, EVN_list
1225+082,NGC4434,, ,G , 12:27:36.842,   8:09:17.43, EVN_list
1225+132,NGC4435,, ,G , 12:27:40.504,  13:04:44.49, EVN_list
1225+368,ON363,, ,EF, 12:27:58.727,  36:35:11.78, EVN_list
1225+444,,, ,  , 12:28:10.917,  44:06:47.93, EVN_list
1226+023,2C273,4C02.32, ,Q , 12:29:06.696,   2:03:08.28, EVN_list
1226+141,NGC4459,, ,G , 12:29:00.030,  13:58:45.18, EVN_list
1227+081,NGC4472,, ,G , 12:29:46.474,   7:59:57.56, EVN_list
1227+123,NGC4476,, ,G , 12:29:58.610,  12:20:52.70, EVN_list
1227+123,NGC4478,, ,G , 12:30:17.393,  12:19:43.87, EVN_list
1228+123,3C274,NGC4486, ,G , 12:30:49.649,  12:23:24.17, EVN_list
1228+126,3C274,M87, ,G , 12:30:49.337,  12:23:28.72, EVN_list
1229+144,NGC4501,, ,  , 12:31:59.040,  14:25:09.85, EVN_list
1229-021,4C-02.55,, ,Q , 12:32:00.012,  -2:24:05.26, EVN_list
1231+075,NGC4526,, ,G , 12:34:02.848,   7:42:01.05, EVN_list
1233+123,NGC4551,, ,G , 12:35:38.164,  12:15:53.09, EVN_list
1233+124,NGC4552B,, ,G , 12:35:39.908,  12:33:25.11, EVN_list
1234+073,NGC4570,, ,G , 12:36:53.219,   7:14:51.89, EVN_list
1235+632,,, ,  , 12:37:39.098,  62:58:42.29, EVN_list
1236+077,,, ,G , 12:39:24.575,   7:30:16.66, EVN_list
1237-101,,, ,  , 12:39:43.057, -10:23:28.89, EVN_list
1241+114,NGC4649,, ,G , 12:43:40.217,  11:32:57.95, EVN_list
1241+167,3C275.1,4C16.34, ,Q , 12:43:57.530,  16:22:53.17, EVN_list
1242+112,NGC4660,, ,G , 12:44:32.249,  11:11:11.65, EVN_list
1242+410,,, ,Q , 12:44:49.190,  40:48:06.09, EVN_list
1243+036,,, ,  , 12:45:38.420,   3:23:19.00, EVN_list
1244+492,,, ,G , 12:47:07.400,  49:00:14.91, EVN_list
1245+676,,, ,Q , 12:47:33.354,  67:23:16.36, EVN_list
1245-197,,, ,  , 12:48:23.905, -19:59:18.75, EVN_list
1246+586,,, ,  , 12:48:18.776,  58:20:28.56, EVN_list
1247+152,NGC4710,, ,G , 12:49:38.928,  15:09:59.12, EVN_list
1250+568,3C277.1,4C56.20, ,Q , 12:52:26.380,  56:34:19.29, EVN_list
1253-055,3C279,4C-05.55, ,Q , 12:56:11.161,  -5:47:21.66, EVN_list
1254+571,MRK231,, ,  , 12:56:14.238,  56:52:25.13, EVN_list
1254-083,,, ,  , 12:57:14.169,  -8:37:01.58, EVN_list
1255+327,,, ,  , 12:57:57.224,  32:29:29.29, EVN_list
1256+018,,, ,  , 12:59:08.256,   1:36:04.55, EVN_list
1259-200,,, ,  , 13:01:52.181, -20:20:10.59, EVN_list
1300+580,,, ,  , 13:02:52.455,  57:48:37.48, EVN_list
1301-192,,, ,  , 13:04:33.176, -19:32:48.46, EVN_list
1302+356,,, ,  , 13:04:34.491,  35:23:33.73, EVN_list
1302-102,,, ,  , 13:05:33.010, -10:33:19.42, EVN_list
1307+562,,, ,  , 13:09:09.743,  55:57:38.05, EVN_list
1308+326,,, ,BL, 13:10:28.663,  32:20:43.72, EVN_list
1308+32C,,, ,  , 13:10:44.030,  32:26:46.02, EVN_list
1308+371,NGC5005,, ,  , 13:10:56.253,  37:03:32.67, EVN_list
1309+355,,, ,Q , 13:12:17.710,  35:15:20.91, EVN_list
1309+555,,, ,  , 13:11:03.200,  55:13:54.18, EVN_list
1310+323,,, ,  , 13:10:28.660,  32:20:43.78, EVN_list
1310+340,,, ,  , 13:10:04.430,  34:03:09.11, EVN_list
1311+346,,, ,  , 13:11:10.510,  34:39:16.51, EVN_list
1311+552,,, ,  , 13:13:37.841,  54:58:23.75, EVN_list
1311+678,4C67.22,, ,EF, 13:13:27.974,  67:35:50.26, EVN_list
1315+346,OP326,, ,S , 13:17:36.500,  34:25:15.60, EVN_list
1316-066,,, ,  , 13:19:03.416,  -6:56:00.14, EVN_list
1317+520,4C52.27,, ,Q , 13:19:46.188,  51:48:05.66, EVN_list
1317-005,,, ,  , 13:19:38.396,   -0:49:40.83, EVN_list
1320+230,,, ,  , 13:22:25.072,  22:45:55.58, EVN_list
1320+375,,, ,  , 13:20:36.680,  37:32:44.81, EVN_list
1321+369,,, ,  , 13:21:51.010,  36:57:29.56, EVN_list
1322+366,NGC5141,, ,G , 13:24:51.430,  36:22:42.94, EVN_list
1322+835,,, ,Q  , 13:21:45.555,  83:16:13.30, EVN_list
1323+321,4C32.44,, ,G , 13:26:16.508,  31:54:09.28, EVN_list
1323+800,,, ,  , 13:23:51.548,  79:42:51.72, EVN_list
1324+224,,, ,  , 13:27:00.807,  22:10:50.69, EVN_list
1324+230,,, ,  , 13:26:55.265,  22:45:49.70, EVN_list
1324+342,,, ,  , 13:24:04.870,  34:17:38.87, EVN_list
1324+357,,, ,  , 13:24:23.260,  35:46:27.02, EVN_list
1324+363,,, ,  , 13:24:51.440,  36:22:42.78, EVN_list
1325+228,,, ,  , 13:27:27.291,  22:29:31.95, EVN_list
1325+254,,, ,  , 13:27:39.862,  25:09:43.92, EVN_list
1325+381,,, ,  , 13:25:17.570,  38:07:12.87, EVN_list
1325-222,,, ,  , 13:28:36.996, -22:31:30.60, EVN_list
1326+368,,, ,  , 13:26:01.600,  36:48:13.98, EVN_list
1328+245,FK_COM,, ,  , 13:30:46.846,  24:13:57.87, EVN_list
1328+250,3C287,, ,G , 13:30:37.690,  25:09:10.89, EVN_list
1328+254,3C287,4C25.43, ,Q , 13:30:37.679,  25:09:10.78, EVN_list
1328+307,3C286,4C20.26, ,Q , 13:31:08.281,  30:30:32.84, EVN_list
1328+363,,, ,  , 13:28:48.280,  36:20:36.68, EVN_list
1328+367,,, ,  , 13:28:35.780,  36:47:54.38, EVN_list
1330+022,3C287.1,, ,G , 13:32:53.253,   2:00:45.80, EVN_list
1330+234,,, ,  , 13:32:40.996,  23:08:32.21, EVN_list
1330+393,,, ,  , 13:30:58.420,  39:21:17.79, EVN_list
1331+385,,, ,  , 13:31:11.470,  38:35:01.04, EVN_list
1331-099,,, ,  , 13:34:18.570, -10:09:28.82, EVN_list
1332+373,HR5110,, ,S , 13:34:47.760,  37:10:56.76, EVN_list
1333+264,,, ,  , 13:36:15.900,  26:10:44.66, EVN_list
1333+459,,, ,Q , 13:35:21.950,  45:42:38.12, EVN_list
1333+589,4C58.26,, ,EF, 13:35:25.915,  58:44:00.15, EVN_list
1334+238,,, ,  , 13:36:26.034,  23:30:02.22, EVN_list
1334+371,,, ,  , 13:34:23.730,  37:09:23.73, EVN_list
1334+387,,, ,  , 13:34:10.530,  38:46:43.18, EVN_list
1334-127,,, ,BL, 13:37:39.786, -12:57:24.86, EVN_list
1335+552,,, ,  , 13:37:49.629,  55:01:01.98, EVN_list
1336+359,,, ,  , 13:36:58.910,  35:59:12.65, EVN_list
1336+377,,, ,  , 13:36:56.840,  37:44:09.57, EVN_list
1337+637,,, ,  , 13:39:23.767,  63:28:58.29, EVN_list
1338+044,,, ,  , 13:41:21.612,   4:13:52.88, EVN_list
1338+368,,, ,  , 13:38:45.800,  36:53:39.75, EVN_list
1338+381,,, ,  , 13:40:22.950,  37:54:43.68, EVN_list
1340+360,,, ,  , 13:40:36.010,  36:00:26.74, EVN_list
1340+368,,, ,  , 13:40:14.900,  36:53:13.01, EVN_list
1340+379,,, ,  , 13:40:22.950,  37:54:43.84, EVN_list
1341+355,,, ,  , 13:41:33.120,  35:32:51.96, EVN_list
1341+372,,, ,  , 13:41:38.660,  37:16:44.82, EVN_list
1342+351,,, ,  , 13:42:31.800,  35:07:10.33, EVN_list
1342+553,,, ,G , 13:44:43.742,  55:03:00.51, EVN_list
1342+561,MRK273,, ,G , 13:44:42.110,  55:53:13.40, EVN_list
1342+662,,, ,Q , 13:43:45.946,  66:02:25.65, EVN_list
1345+125,4C12.50,, ,G , 13:47:33.355,  12:17:24.09, EVN_list
1345+259,4C26.42,, ,G , 13:48:19.159,  25:45:05.49, EVN_list
1345+383,,, ,  , 13:45:36.940,  38:23:12.43, EVN_list
1347+388,,, ,  , 13:47:03.100,  38:50:24.80, EVN_list
1347+539,4C53.28,, ,Q  , 13:49:35.639,  53:41:16.94, EVN_list
1349+027,,, ,  , 13:52:30.314,   2:32:42.54, EVN_list
1350+316,3C293,4C31.43, ,G , 13:52:17.838,  31:26:46.37, EVN_list
1351+267,,, ,G , 13:53:35.895,  26:31:47.95, EVN_list
1351-018,,, ,Q , 13:54:06.891,  -2:06:03.28, EVN_list
1353+183,MRK463,, ,AN, 13:56:02.870,  18:22:18.58, EVN_list
1357+769,,, ,Q , 13:57:55.351,  76:43:20.99, EVN_list
1358+624,4C62.22,, ,G , 14:00:28.639,  62:10:38.43, EVN_list
1400+162,,, ,  , 14:02:44.518,  15:59:56.03, EVN_list
1402+044,,, ,Q , 14:05:01.111,   4:15:35.51, EVN_list
1402+660,,, ,  , 14:04:05.261,  65:51:37.41, EVN_list
1402-012,,, ,  , 14:04:45.838,  -1:30:21.36, EVN_list
1404+286,OQ208,, ,G , 14:07:00.390,  28:27:14.68, EVN_list
1409+031,,, ,  , 14:12:01.867,   2:53:59.55, EVN_list
1410-028,NGC5506,, ,  , 14:13:14.870,  -3:12:27.36, EVN_list
1412+02 ,HD124224,, ,S , 14:12:15.807,   2:24:33.91, EVN_list
1413+135,,, ,AN, 14:15:58.811,  13:20:23.60, EVN_list
1413+349,OQ323,, ,EF, 14:16:04.182,  34:44:36.22, EVN_list
1414-037,,, ,  , 14:17:23.307,  -3:59:55.69, EVN_list
1416+067,3C298,, ,G , 14:19:08.177,   6:28:34.69, EVN_list
1418+546,,, ,Q , 14:19:46.583,  54:23:14.67, EVN_list
1419+383,,, ,  , 14:21:50.022,  38:08:09.72, EVN_list
1419+419,3C299,4C41.27, ,G , 14:21:05.810,  41:44:50.78, EVN_list
1419+524,3C295,, ,  , 14:21:17.418,  52:12:33.72, EVN_list
1422+202,4C20.33,, ,Q , 14:24:56.903,  20:00:17.74, EVN_list
1422+231,,, ,  , 14:24:38.141,  22:56:00.40, EVN_list
1424+049,RS Vir,, ,M , 14:27:16.339,   4:40:40.83, EVN_list
1425+267,,, ,G , 14:27:35.590,  26:32:14.74, EVN_list
1426+429,,, ,  , 14:28:31.653,  42:40:24.62, EVN_list
1429+160,,, ,G , 14:32:15.521,  15:48:22.04, EVN_list
1435+638,,, ,  , 14:36:45.784,  63:36:37.75, EVN_list
1436+763,,, ,  , 14:35:47.066,  76:05:25.70, EVN_list
1437+624,,, ,Q , 14:38:44.773,  62:11:54.30, EVN_list
1438+385,,, ,EF, 14:40:22.325,  38:20:13.52, EVN_list
1441+522,3C303,4C52.33, ,G , 14:43:02.705,  52:01:37.08, EVN_list
1442+101,,, ,Q , 14:45:16.447,   9:58:36.13, EVN_list
1442+637,,, ,  , 14:43:58.582,  63:32:26.25, EVN_list
1443+773,3C303.1,, ,  , 14:43:14.631,  77:07:27.23, EVN_list
1448-232,,, ,  , 14:50:43.096,   0:14:52.29, EVN_list
1456-164,NGC5793,, ,G , 14:59:24.830, -16:41:34.87, EVN_list
1458+718,3C309.1,4C71.15, ,Q , 14:59:07.616,  71:40:19.82, EVN_list
